Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,Casp,casp_,complete_model_name,group_name,casp_newname,new_name,lddt,Categories,lddt_rank
TS248,1,39.168,88,90.613,87,0.432,87,0.182,87,-1.0,72,0.563,84,11.31,74,31.592,38,0.316,69,0.0,1,0.9165,0,CR1116,R1116,R1116TS248_1,Others,R1116_TS248_1,R1116_TS248_1,0.3209353479695662,Human,86
TS097,1,40.879,89,179.625,92,0.228,97,0.053,91,0.0,39,0.308,97,0.43,25,43.223,139,0.164,89,0.0,1,0.9901,0,CR1116,R1116,R1116TS097_1,Others,R1116_TS097_1,R1116_TS097_1,0.1899015116758385,Human,97
TS029,2,41.515,90,114.812,89,0.362,91,0.154,88,0.0,39,0.453,93,9.81,68,41.468,135,0.247,82,0.0,1,0.9964,0,CR1116,R1116,R1116TS029_2,Others,R1116_TS029_2,R1116_TS029_2,0.2416253484586309,Human,91
TS029,3,42.499,91,132.238,91,0.321,96,0.0,92,0.0,39,0.456,92,44.81,86,42.154,136,0.301,73,0.0,1,0.9994,0,CR1116,R1116,R1116TS029_3,Others,R1116_TS029_3,R1116_TS029_3,0.2457003057819097,Human,90
TS248,4,51.023,92,125.936,90,0.405,90,0.131,89,0.0,39,0.539,87,9.39,65,32.349,60,0.283,75,0.0,1,1.0,0,CR1116,R1116,R1116TS248_4,Others,R1116_TS248_4,R1116_TS248_4,0.3017011302053373,Human,88
TS091,2,80.694,93,245.444,95,0.329,95,-1.0,93,-1.0,72,0.409,96,5.76,48,43.682,140,0.127,94,0.0,1,1.0,0,CR1116,R1116,R1116TS091_2,Others,R1116_TS091_2,R1116_TS091_2,0.2288863762864149,Human,93
TS091,1,82.085,94,202.118,93,0.406,89,-1.0,93,-1.0,72,0.506,90,6.19,51,45.633,142,0.136,93,0.0,1,1.0,0,CR1116,R1116,R1116TS091_1,Others,R1116_TS091_1,R1116_TS091_1,0.2216942134325125,Human,96
TS091,4,92.345,95,217.417,94,0.425,88,-1.0,93,-1.0,72,0.529,89,6.4,53,42.663,138,0.125,95,0.0,1,1.0,0,CR1116,R1116,R1116TS091_4,Others,R1116_TS091_4,R1116_TS091_4,0.2270867344681188,Human,94
TS091,5,104.315,96,291.264,96,0.358,92,-1.0,93,-1.0,72,0.446,94,0.21,8,42.539,137,0.11,96,0.0,1,1.0,0,CR1116,R1116,R1116TS091_5,Others,R1116_TS091_5,R1116_TS091_5,0.2304234369141412,Human,92
TS091,3,106.443,97,311.428,97,0.342,93,-1.0,93,-1.0,72,0.426,95,5.76,48,44.113,141,0.107,97,0.0,1,1.0,0,CR1116,R1116,R1116TS091_3,Others,R1116_TS091_3,R1116_TS091_3,0.2233011404524081,Human,95
TS287,1,2.467,6,3.004,5,0.821,4,1.0,1,0.5,2,0.813,6,0.0,1,22.861,20,0.407,6,0.0,1,5.484e-09,0,CR1117,R1117,R1117TS287_1,Others,R1117_TS287_1,R1117_TS287_1,0.7289077903617772,Human,4
TS232,3,2.473,7,3.177,8,0.778,8,1.0,1,0.5,2,0.743,12,17.26,73,19.936,6,0.36,12,0.0,1,5.58e-09,0,CR1117,R1117,R1117TS232_3,Others,R1117_TS232_3,R1117_TS232_3,0.7105237516621579,Human,7
TS232,2,2.515,8,3.353,10,0.75,13,1.0,1,0.5,2,0.705,31,16.18,69,19.845,4,0.425,3,0.0,1,6.398e-09,0,CR1117,R1117,R1117TS232_2,Others,R1117_TS232_2,R1117_TS232_2,0.732106011279747,Human,3
TS128,3,2.569,9,3.014,6,0.852,1,1.0,1,0.5,2,0.857,1,17.26,73,29.166,93,0.301,20,0.0,1,7.642e-09,0,CR1117,R1117,R1117TS128_3,Others,R1117_TS128_3,R1117_TS128_3,0.688540281535146,Human,12
TS232,4,2.644,10,3.194,9,0.828,3,1.0,1,0.707,1,0.794,8,9.71,63,18.601,1,0.378,10,0.0,1,9.736e-09,0,CR1117,R1117,R1117TS232_4,Others,R1117_TS232_4,R1117_TS232_4,0.7279133614562795,Human,5
TS238,1,2.671,11,4.417,19,0.605,45,0.882,30,-1.0,66,0.546,81,178.65,101,23.708,26,0.238,45,0.0,1,1.06e-08,0,CR1117,R1117,R1117TS238_1,Others,R1117_TS238_1,R1117_TS238_1,0.6330442707139254,Human,16
TS081,1,2.744,12,3.593,13,0.764,11,1.0,1,0.5,2,0.723,20,9.71,63,23.19,22,0.308,17,0.0,1,1.339e-08,0,CR1117,R1117,R1117TS081_1,Others,R1117_TS081_1,R1117_TS081_1,0.655302856618827,Human,15
TS232,5,2.752,13,3.536,12,0.778,8,1.0,1,0.5,2,0.743,12,7.55,61,19.426,2,0.395,8,0.0,1,1.374e-08,0,CR1117,R1117,R1117TS232_5,Others,R1117_TS232_5,R1117_TS232_5,0.7129023568251639,Human,6
TS439,5,2.757,14,5.436,29,0.507,74,0.535,77,0.5,2,0.529,85,39.91,87,35.707,137,0.215,56,0.0,1,1.394e-08,0,CR1117,R1117,R1117TS439_5,Others,R1117_TS439_5,R1117_TS439_5,0.5914244119400247,Human,23
TS444,1,2.757,14,5.436,29,0.507,74,0.535,77,0.5,2,0.529,85,39.91,87,35.707,137,0.215,56,0.0,1,1.394e-08,0,CR1117,R1117,R1117TS444_1,Others,R1117_TS444_1,R1117_TS444_1,0.5914244119400247,Human,23
TS287,5,2.822,16,3.461,11,0.815,5,0.926,21,0.5,2,0.835,3,0.0,1,23.537,24,0.416,4,0.0,1,1.716e-08,0,CR1117,R1117,R1117TS287_5,Others,R1117_TS287_5,R1117_TS287_5,0.7093287175019487,Human,8
TS416,1,2.879,17,4.04,15,0.713,21,0.935,19,0.354,22,0.688,35,16.18,69,23.494,23,0.315,16,0.0,1,2.054e-08,0,CR1117,R1117,R1117TS416_1,Others,R1117_TS416_1,R1117_TS416_1,0.6304478655600899,Human,17
TS444,2,2.958,18,5.217,26,0.567,59,0.535,77,-1.0,66,0.648,52,52.86,93,41.795,148,0.257,34,0.0,1,2.626e-08,0,CR1117,R1117,R1117TS444_2,Others,R1117_TS444_2,R1117_TS444_2,0.587036888440552,Human,26
TS128,4,2.994,19,4.062,16,0.737,16,1.0,1,0.0,24,0.741,16,18.34,75,26.348,58,0.249,39,0.0,1,2.935e-08,0,CR1117,R1117,R1117TS128_4,Others,R1117_TS128_4,R1117_TS128_4,0.6717668164519235,Human,13
TS416,3,3.01,20,4.778,22,0.63,40,0.926,21,-1.0,66,0.597,68,29.13,85,22.724,19,0.257,34,0.0,1,3.091e-08,0,CR1117,R1117,R1117TS416_3,Others,R1117_TS416_3,R1117_TS416_3,0.6091034664588014,Human,18
TS439,2,3.071,21,4.514,20,0.68,26,0.845,33,0.5,2,0.668,46,46.39,90,29.887,99,0.228,51,0.0,1,3.734e-08,0,CR1117,R1117,R1117TS439_2,Others,R1117_TS439_2,R1117_TS439_2,0.6026554404145078,Human,19
TS128,2,3.132,22,4.873,24,0.643,38,0.772,42,0.0,24,0.705,31,3.24,54,24.675,35,0.412,5,0.0,1,4.507e-08,0,CR1117,R1117,R1117TS128_2,Others,R1117_TS128_2,R1117_TS128_2,0.5960899170067403,Human,21
TS081,2,3.157,23,3.917,14,0.806,7,1.0,1,-1.0,66,0.814,5,12.94,67,26.005,52,0.306,18,0.0,1,4.856e-08,0,CR1117,R1117,R1117TS081_2,Others,R1117_TS081_2,R1117_TS081_2,0.6661756614241827,Human,14
TS416,5,3.184,24,4.264,17,0.747,14,1.0,1,0.5,2,0.708,27,7.55,61,22.528,17,0.209,59,0.0,1,5.279e-08,0,CR1117,R1117,R1117TS416_5,Others,R1117_TS416_5,R1117_TS416_5,0.6000533036819662,Human,20
TS416,2,3.189,25,4.398,18,0.725,18,0.857,31,-1.0,66,0.751,11,46.49,92,30.857,112,0.256,37,0.0,1,5.364e-08,0,CR1117,R1117,R1117TS416_2,Others,R1117_TS416_2,R1117_TS416_2,0.5917797698197992,Human,22
TS081,3,3.343,26,4.713,21,0.709,22,1.0,1,-1.0,66,0.667,49,10.79,66,26.821,68,0.26,32,0.0,1,8.54e-08,0,CR1117,R1117,R1117TS081_3,Others,R1117_TS081_3,R1117_TS081_3,0.5877877252510432,Human,25
TS110,1,3.397,27,5.492,31,0.619,43,0.845,33,-1.0,66,0.606,66,89.92,99,25.483,45,0.214,58,0.0,1,1.004e-07,0,CR1117,R1117,R1117TS110_1,Others,R1117_TS110_1,R1117_TS110_1,0.5732323811270577,Human,27
TS416,4,3.447,28,4.825,23,0.714,20,1.0,1,-1.0,66,0.688,35,21.57,79,29.502,96,0.196,65,0.0,1,1.165e-07,0,CR1117,R1117,R1117TS416_4,Others,R1117_TS416_4,R1117_TS416_4,0.5704067128249806,Human,30
TS110,2,3.474,29,5.388,27,0.645,36,0.772,42,-1.0,66,0.667,49,85.22,97,25.14,41,0.225,53,0.0,1,1.261e-07,0,CR1117,R1117,R1117TS110_2,Others,R1117_TS110_2,R1117_TS110_2,0.57299738640011,Human,28
TS081,4,3.539,30,4.88,25,0.725,18,0.926,21,0.5,2,0.689,34,16.18,69,26.54,64,0.265,29,0.0,1,1.531e-07,0,CR1117,R1117,R1117TS081_4,Others,R1117_TS081_4,R1117_TS081_4,0.5717335732954285,Human,29
TS110,3,3.543,31,5.62,33,0.63,40,0.926,21,-1.0,66,0.588,69,81.08,96,27.32,80,0.221,54,0.0,1,1.55e-07,0,CR1117,R1117,R1117TS110_3,Others,R1117_TS110_3,R1117_TS110_3,0.5597373790636893,Human,33
TS238,2,3.678,32,6.662,41,0.552,62,0.926,21,0.0,24,0.506,91,385.3,103,28.245,86,0.229,49,0.0,1,2.295e-07,0,CR1117,R1117,R1117TS238_2,Others,R1117_TS238_2,R1117_TS238_2,0.4981429684992434,Human,51
TS185,5,3.732,33,5.598,32,0.667,29,0.926,21,0.0,24,0.688,35,18.44,76,19.928,5,0.191,68,0.0,1,2.691e-07,0,CR1117,R1117,R1117TS185_5,Others,R1117_TS185_5,R1117_TS185_5,0.5673288550598377,Human,31
TS128,5,3.784,34,5.672,34,0.667,29,0.571,66,0.0,24,0.824,4,19.46,78,25.426,43,0.356,13,0.0,1,3.122e-07,0,CR1117,R1117,R1117TS128_5,Others,R1117_TS128_5,R1117_TS128_5,0.5653629235636664,Human,32
TS439,3,3.786,35,6.455,40,0.587,52,0.429,82,-1.0,66,0.708,27,28.05,82,26.065,53,0.226,52,0.0,1,3.143e-07,0,CR1117,R1117,R1117TS439_3,Others,R1117_TS439_3,R1117_TS439_3,0.5178280755651337,Human,40
TS110,5,3.918,36,7.309,45,0.536,68,0.338,86,0.5,2,0.626,60,89.73,98,29.44,95,0.258,33,0.0,1,4.578e-07,0,CR1117,R1117,R1117TS110_5,Others,R1117_TS110_5,R1117_TS110_5,0.5328562749323674,Human,37
TS185,2,3.929,37,5.401,28,0.727,17,1.0,1,0.0,24,0.743,12,0.0,1,20.45,7,0.167,79,0.0,1,4.718e-07,0,CR1117,R1117,R1117TS185_2,Others,R1117_TS185_2,R1117_TS185_2,0.5171804071713513,Human,41
TS185,1,4.012,38,6.129,38,0.655,34,0.845,33,0.0,24,0.688,35,13.0,68,21.003,8,0.184,72,0.0,1,5.969e-07,0,CR1117,R1117,R1117TS185_1,Others,R1117_TS185_1,R1117_TS185_1,0.5460446375349627,Human,34
TS110,4,4.014,39,7.916,49,0.507,74,0.463,81,-1.0,66,0.583,71,127.29,100,26.806,67,0.27,26,0.0,1,5.995e-07,0,CR1117,R1117,R1117TS110_4,Others,R1117_TS110_4,R1117_TS110_4,0.529990485579348,Human,38
TS185,4,4.073,40,5.804,35,0.702,25,0.857,31,0.289,23,0.723,20,0.0,1,23.085,21,0.187,71,0.0,1,7.078e-07,0,CR1117,R1117,R1117TS185_4,Others,R1117_TS185_4,R1117_TS185_4,0.5056799944976844,Human,48
TS235,3,4.083,41,6.123,37,0.667,29,1.0,1,0.0,24,0.635,53,395.17,104,27.781,83,0.13,97,0.0,1,7.265e-07,0,CR1117,R1117,R1117TS235_3,Others,R1117_TS235_3,R1117_TS235_3,0.477698427254803,Human,55
TS185,3,4.092,42,5.811,36,0.704,23,1.0,1,0.0,24,0.686,41,0.0,1,23.652,25,0.176,76,0.0,1,7.451e-07,0,CR1117,R1117,R1117TS185_3,Others,R1117_TS185_3,R1117_TS185_3,0.5037513182631024,Human,49
TS444,3,4.092,42,7.261,44,0.564,60,0.378,84,-1.0,66,0.686,41,45.31,89,34.018,132,0.206,60,0.0,1,7.462e-07,0,CR1117,R1117,R1117TS444_3,Others,R1117_TS444_3,R1117_TS444_3,0.533996859094869,Human,36
TS235,2,4.101,44,7.048,43,0.582,54,0.926,21,0.0,24,0.572,76,6.59,60,30.026,100,0.317,15,0.0,1,7.645e-07,0,CR1117,R1117,R1117TS235_2,Others,R1117_TS235_2,R1117_TS235_2,0.5371578247512495,Human,35
TS235,4,4.214,45,6.211,39,0.679,27,0.926,21,0.0,24,0.705,31,3.29,55,24.781,38,0.275,23,0.0,1,1.045e-06,0,CR1117,R1117,R1117TS235_4,Others,R1117_TS235_4,R1117_TS235_4,0.5276863909395204,Human,39
TS029,1,4.222,46,7.595,46,0.556,61,0.676,50,0.0,24,0.612,65,2.16,52,27.976,84,0.347,14,0.0,1,1.068e-06,0,CR1117,R1117,R1117TS029_1,Others,R1117_TS029_1,R1117_TS029_1,0.5067661286624788,Human,46
TS444,5,4.263,47,10.924,70,0.39,100,0.0,97,-1.0,66,0.514,90,28.05,82,36.645,142,0.231,48,0.0,1,1.193e-06,0,CR1117,R1117,R1117TS444_5,Others,R1117_TS444_5,R1117_TS444_5,0.5075112338942639,Human,45
TS035,5,4.398,48,9.309,59,0.472,85,0.756,44,0.0,24,0.46,93,1.1,48,30.955,115,0.249,39,0.0,1,1.721e-06,0,CR1117,R1117,R1117TS035_5,Others,R1117_TS035_5,R1117_TS035_5,0.4703390801962492,Human,57
TS046,5,4.398,48,9.309,59,0.472,85,0.756,44,0.0,24,0.46,93,1.1,48,30.955,115,0.249,39,0.0,1,1.721e-06,0,CR1117,R1117,R1117TS046_5,Others,R1117_TS046_5,R1117_TS046_5,0.4703390801962492,Human,57
TS248,3,4.419,50,10.458,67,0.423,94,0.567,69,0.0,24,0.454,96,0.0,1,28.428,87,0.286,21,0.0,1,1.823e-06,0,CR1117,R1117,R1117TS248_3,Others,R1117_TS248_3,R1117_TS248_3,0.4815070613049658,Human,54
TS444,4,4.429,51,10.147,64,0.436,93,0.845,33,0.0,24,0.38,103,64.66,94,21.779,10,0.429,1,0.0,1,1.869e-06,0,CR1117,R1117,R1117TS444_4,Others,R1117_TS444_4,R1117_TS444_4,0.511087739006832,Human,44
TS081,5,4.441,52,6.772,42,0.656,32,0.935,19,-1.0,66,0.606,66,16.18,69,25.97,50,0.175,77,0.0,1,1.932e-06,0,CR1117,R1117,R1117TS081_5,Others,R1117_TS081_5,R1117_TS081_5,0.5137271310009629,Human,42
TS235,5,4.499,53,8.546,52,0.526,72,0.286,89,0.0,24,0.688,35,76.59,95,25.082,40,0.15,88,0.0,1,2.253e-06,0,CR1117,R1117,R1117TS235_5,Others,R1117_TS235_5,R1117_TS235_5,0.5058863313311018,Human,47
TS439,1,4.593,54,7.771,47,0.591,51,0.338,86,0.5,2,0.706,30,19.42,77,27.053,71,0.247,42,0.0,1,2.893e-06,0,CR1117,R1117,R1117TS439_1,Others,R1117_TS439_1,R1117_TS439_1,0.4842152322435691,Human,53
TS248,2,4.611,55,9.318,61,0.495,80,0.567,69,0.0,24,0.564,77,0.0,1,30.061,101,0.277,22,0.0,1,3.034e-06,0,CR1117,R1117,R1117TS248_2,Others,R1117_TS248_2,R1117_TS248_2,0.4684390618551974,Human,59
TS035,3,4.621,56,10.935,71,0.423,94,0.567,69,0.0,24,0.454,96,1.1,48,32.404,126,0.233,46,0.0,1,3.113e-06,0,CR1117,R1117,R1117TS035_3,Others,R1117_TS035_3,R1117_TS035_3,0.4559212939612087,Human,62
TS046,3,4.621,56,10.935,71,0.423,94,0.567,69,0.0,24,0.454,96,1.1,48,32.404,126,0.233,46,0.0,1,3.113e-06,0,CR1117,R1117,R1117TS046_3,Others,R1117_TS046_3,R1117_TS046_3,0.4559212939612087,Human,62
TS392,5,4.703,58,7.821,48,0.601,47,0.802,40,0.0,24,0.635,53,0.0,1,27.14,75,0.19,69,0.0,1,3.856e-06,0,CR1117,R1117,R1117TS392_5,Others,R1117_TS392_5,R1117_TS392_5,0.511529070567197,Human,43
TS248,1,4.761,59,8.881,57,0.536,68,0.567,69,0.0,24,0.626,60,0.0,1,30.066,102,0.253,38,0.0,1,4.484e-06,0,CR1117,R1117,R1117TS248_1,Others,R1117_TS248_1,R1117_TS248_1,0.4634984410105919,Human,60
TS035,4,4.776,60,8.694,54,0.549,63,0.756,44,0.0,24,0.583,71,1.09,42,31.625,117,0.262,30,0.0,1,4.662e-06,0,CR1117,R1117,R1117TS035_4,Others,R1117_TS035_4,R1117_TS035_4,0.4501782520977578,Human,65
TS046,4,4.776,60,8.694,54,0.549,63,0.756,44,0.0,24,0.583,71,1.09,42,31.625,117,0.262,30,0.0,1,4.662e-06,0,CR1117,R1117,R1117TS046_4,Others,R1117_TS046_4,R1117_TS046_4,0.4501782520977578,Human,65
TS248,4,4.778,62,8.697,56,0.549,63,0.756,44,0.0,24,0.583,71,0.0,1,30.736,111,0.271,25,0.0,1,4.681e-06,0,CR1117,R1117,R1117TS248_4,Others,R1117_TS248_4,R1117_TS248_4,0.4710727222706222,Human,56
TS035,2,4.801,63,10.328,65,0.465,87,0.567,69,0.0,24,0.519,88,1.09,42,32.696,128,0.266,27,0.0,1,4.963e-06,0,CR1117,R1117,R1117TS035_2,Others,R1117_TS035_2,R1117_TS035_2,0.4495162547572103,Human,67
TS046,2,4.801,63,10.328,65,0.465,87,0.567,69,0.0,24,0.519,88,1.09,42,32.696,128,0.266,27,0.0,1,4.963e-06,0,CR1117,R1117,R1117TS046_2,Others,R1117_TS046_2,R1117_TS046_2,0.4495162547572103,Human,67
TS248,5,4.877,65,9.855,63,0.495,80,0.567,69,0.0,24,0.564,77,0.0,1,30.452,106,0.242,43,0.0,1,6.037e-06,0,CR1117,R1117,R1117TS248_5,Others,R1117_TS248_5,R1117_TS248_5,0.4557522123893805,Human,64
TS035,1,4.927,66,10.839,68,0.455,90,0.655,53,-1.0,66,0.439,99,1.09,42,33.091,130,0.202,61,0.0,1,6.854e-06,0,CR1117,R1117,R1117TS035_1,Others,R1117_TS035_1,R1117_TS035_1,0.4264638452015223,Human,71
TS046,1,4.927,66,10.839,68,0.455,90,0.655,53,-1.0,66,0.439,99,1.09,42,33.091,130,0.202,61,0.0,1,6.854e-06,0,CR1117,R1117,R1117TS046_1,Others,R1117_TS046_1,R1117_TS046_1,0.4264638452015223,Human,71
TS392,4,5.027,68,8.36,51,0.601,47,0.802,40,0.0,24,0.635,53,1.08,37,27.005,69,0.163,80,0.0,1,8.821e-06,0,CR1117,R1117,R1117TS392_4,Others,R1117_TS392_4,R1117_TS392_4,0.4999340868448805,Human,50
TS392,3,5.185,69,9.504,62,0.546,66,0.714,49,0.0,24,0.556,80,0.0,1,27.643,82,0.177,75,0.0,1,1.304e-05,0,CR1117,R1117,R1117TS392_3,Others,R1117_TS392_3,R1117_TS392_3,0.4609249621715805,Human,61
TS235,1,5.42,70,9.24,58,0.587,52,0.429,82,0.0,24,0.724,19,46.39,90,26.627,65,0.201,63,0.0,1,2.302e-05,0,CR1117,R1117,R1117TS235_1,Others,R1117_TS235_1,R1117_TS235_1,0.4968562290797377,Human,52
TS392,2,5.533,71,8.183,50,0.676,28,0.845,33,0.0,24,0.713,25,0.0,1,27.119,74,0.16,83,0.0,1,3.008e-05,0,CR1117,R1117,R1117TS392_2,Others,R1117_TS392_2,R1117_TS392_2,0.43661733687927,Human,69
TS392,1,5.63,72,8.585,53,0.656,32,0.845,33,0.5,2,0.629,58,0.0,1,27.01,70,0.159,84,0.0,1,3.779e-05,0,CR1117,R1117,R1117TS392_1,Others,R1117_TS392_1,R1117_TS392_1,0.4338002659452519,Human,70
TS029,2,8.689,73,34.271,99,0.254,104,0.189,93,0.0,24,0.313,104,0.0,1,34.361,135,0.229,49,0.0,1,0.01196,0,CR1117,R1117,R1117TS029_2,Others,R1117_TS029_2,R1117_TS029_2,0.3350222385253794,Human,93
TS439,4,10.452,74,23.8,87,0.439,92,-1.0,99,-1.0,66,0.564,77,28.11,84,29.826,98,0.119,102,0.0,1,0.1004,0,CR1117,R1117,R1117TS439_4,Others,R1117_TS439_4,R1117_TS439_4,0.3990525700398918,Human,76
TS147,3,11.908,75,18.189,74,0.655,34,0.617,55,-1.0,66,0.741,16,0.0,1,25.482,44,0.242,43,0.0,1,0.3191,0,CR1117,R1117,R1117TS147_3,Others,R1117_TS147_3,R1117_TS147_3,0.4088363748911,Human,74
TS434,3,11.962,76,18.936,75,0.632,39,0.617,55,-1.0,66,0.708,27,0.0,1,26.118,54,0.257,34,0.0,1,0.3298,0,CR1117,R1117,R1117TS434_3,Others,R1117_TS434_3,R1117_TS434_3,0.4130462194506855,Human,73
TS227,5,12.251,77,21.439,80,0.571,57,0.617,55,-1.0,66,0.621,63,0.0,1,26.292,57,0.272,24,0.0,1,0.3899,0,CR1117,R1117,R1117TS227_5,Others,R1117_TS227_5,R1117_TS227_5,0.4061711907927919,Human,75
TS076,5,12.293,78,19.061,76,0.645,36,0.617,55,-1.0,66,0.728,18,6.47,58,22.685,18,0.216,55,0.0,1,0.3988,0,CR1117,R1117,R1117TS076_5,Others,R1117_TS076_5,R1117_TS076_5,0.3735556421660782,Human,80
TS434,1,12.601,79,17.894,73,0.704,23,0.676,50,0.0,24,0.813,6,2.16,52,28.595,91,0.162,81,0.0,1,0.4659,0,CR1117,R1117,R1117TS434_1,Others,R1117_TS434_1,R1117_TS434_1,0.3720854922279792,Human,81
TS227,2,12.658,80,21.924,83,0.577,56,0.617,55,-1.0,66,0.626,60,0.0,1,30.71,108,0.192,66,0.0,1,0.4787,0,CR1117,R1117,R1117TS227_2,Others,R1117_TS227_2,R1117_TS227_2,0.3476259800999587,Human,89
TS147,2,12.722,81,21.038,79,0.605,45,0.617,55,0.0,24,0.686,41,0.0,1,27.996,85,0.144,91,0.0,1,0.4929,0,CR1117,R1117,R1117TS147_2,Others,R1117_TS147_2,R1117_TS147_2,0.3823622128479068,Human,78
TS177,1,12.76,82,21.017,78,0.607,44,0.535,77,0.0,24,0.723,20,185.15,102,27.157,78,0.17,78,0.0,1,0.5013,0,CR1117,R1117,R1117TS177_1,Others,R1117_TS177_1,R1117_TS177_1,0.3779488972442569,Human,79
TS227,1,12.806,83,21.595,81,0.593,49,0.617,55,0.0,24,0.668,46,0.0,1,31.956,124,0.179,73,0.0,1,0.5113,0,CR1117,R1117,R1117TS227_1,Others,R1117_TS227_1,R1117_TS227_1,0.3543004035031409,Human,86
TS434,4,12.806,83,21.595,81,0.593,49,0.617,55,0.0,24,0.668,46,0.0,1,31.956,124,0.179,73,0.0,1,0.5113,0,CR1117,R1117,R1117TS434_4,Others,R1117_TS434_4,R1117_TS434_4,0.3543004035031409,Human,86
TS147,5,12.846,85,23.785,86,0.54,67,0.617,55,0.0,24,0.588,69,0.0,1,28.997,92,0.192,66,0.0,1,0.5202,0,CR1117,R1117,R1117TS147_5,Others,R1117_TS147_5,R1117_TS147_5,0.3717903159246182,Human,82
TS434,2,12.86,86,20.41,77,0.63,40,0.617,55,0.0,24,0.723,20,0.0,1,30.096,103,0.188,70,0.0,1,0.5233,0,CR1117,R1117,R1117TS434_2,Others,R1117_TS434_2,R1117_TS434_2,0.384156196982897,Human,77
TS227,3,12.913,87,25.75,89,0.501,77,0.571,66,-1.0,66,0.529,85,0.0,1,27.275,79,0.154,86,0.0,1,0.5352,0,CR1117,R1117,R1117TS227_3,Others,R1117_TS227_3,R1117_TS227_3,0.3591550506671557,Human,84
TS076,3,13.145,88,23.145,84,0.568,58,0.309,88,-1.0,66,0.713,25,9.71,63,25.814,48,0.197,64,0.0,1,0.5858,0,CR1117,R1117,R1117TS076_3,Others,R1117_TS076_3,R1117_TS076_3,0.3516954009812463,Human,88
TS076,4,13.31,89,26.972,90,0.493,82,0.267,90,-1.0,66,0.631,57,1.08,37,28.566,90,0.124,99,0.0,1,0.6212,0,CR1117,R1117,R1117TS076_4,Others,R1117_TS076_4,R1117_TS076_4,0.3453648723004264,Human,90
TS076,1,13.55,90,27.04,91,0.501,77,0.143,96,-1.0,66,0.679,44,1.08,37,21.301,9,0.143,93,0.0,1,0.6708,0,CR1117,R1117,R1117TS076_1,Others,R1117_TS076_1,R1117_TS076_1,0.3385500252189463,Human,91
TS076,2,13.659,91,27.802,93,0.491,83,0.154,95,-1.0,66,0.657,51,0.0,1,23.748,27,0.138,96,0.0,1,0.6924,0,CR1117,R1117,R1117TS076_2,Others,R1117_TS076_2,R1117_TS076_2,0.3375384015773304,Human,92
TS147,4,13.72,92,25.591,88,0.536,68,0.676,50,-1.0,66,0.546,81,0.0,1,30.242,105,0.154,86,0.0,1,0.7041,0,CR1117,R1117,R1117TS147_4,Others,R1117_TS147_4,R1117_TS147_4,0.3565443165665551,Human,85
TS097,1,13.736,93,33.299,98,0.413,99,0.571,66,-1.0,66,0.383,102,0.0,1,36.164,140,0.122,101,0.0,1,0.7073,0,CR1117,R1117,R1117TS097_1,Others,R1117_TS097_1,R1117_TS097_1,0.272605346416617,Human,99
TS147,1,13.736,93,23.739,85,0.579,55,0.617,55,-1.0,66,0.629,58,0.0,1,29.707,97,0.161,82,0.0,1,0.7073,0,CR1117,R1117,R1117TS147_1,Others,R1117_TS147_1,R1117_TS147_1,0.370718510706589,Human,83
TS385,3,14.2,95,29.472,96,0.482,84,0.189,93,0.0,24,0.635,53,4.31,56,25.74,46,0.14,95,0.0,1,0.7891,0,CR1117,R1117,R1117TS385_3,Others,R1117_TS385_3,R1117_TS385_3,0.3045503003347242,Human,96
TS385,4,14.319,96,27.06,92,0.529,71,0.218,91,-1.0,66,0.672,45,6.47,58,22.347,15,0.144,91,0.0,1,0.8076,0,CR1117,R1117,R1117TS385_4,Others,R1117_TS385_4,R1117_TS385_4,0.3121876289605209,Human,94
TS385,5,14.609,97,29.131,95,0.501,77,0.0,97,-1.0,66,0.688,35,4.31,56,27.143,76,0.148,89,0.0,1,0.8485,0,CR1117,R1117,R1117TS385_5,Others,R1117_TS385_5,R1117_TS385_5,0.3041748819294786,Human,97
TS385,2,14.634,98,28.74,94,0.509,73,0.378,84,0.0,24,0.621,63,0.0,1,24.099,30,0.141,94,0.0,1,0.8518,0,CR1117,R1117,R1117TS385_2,Others,R1117_TS385_2,R1117_TS385_2,0.3081210738685863,Human,95
TS385,1,14.863,99,32.107,97,0.463,89,0.218,91,-1.0,66,0.582,75,1.08,37,26.362,59,0.126,98,0.0,1,0.8793,0,CR1117,R1117,R1117TS385_1,Others,R1117_TS385_1,R1117_TS385_1,0.2926830666238709,Human,98
TS091,5,18.888,100,45.045,100,0.419,97,-1.0,99,-1.0,66,0.538,83,0.0,1,36.931,144,0.145,90,0.0,1,0.9997,0,CR1117,R1117,R1117TS091_5,Others,R1117_TS091_5,R1117_TS091_5,0.2093315832913017,Human,100
TS091,4,22.68,101,67.889,103,0.334,103,-1.0,99,-1.0,66,0.429,101,26.97,80,43.179,152,0.083,104,0.0,1,1.0,0,CR1117,R1117,R1117TS091_4,Others,R1117_TS091_4,R1117_TS091_4,0.19474184969508,Human,101
