Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,complete_name,complete_model,Lddt_score,Lddt_rank,Groups_new
Das,8,2.116,5,2.443,5,0.866,25,0.978,2,0.866,1,0.822,26,2.07,29,16.945,25,0.158,40,0.0,1,0.0,0,PZ27tRNA,PZ27tRNA_Das_8,PZ27tRNA_Das_8,0.8118949792306303,19,Das
FARFAR2,1,2.116,5,2.443,5,0.866,25,0.978,2,0.866,1,0.822,26,2.07,29,16.945,25,0.158,40,0.0,1,0.0,0,PZ27tRNA,PZ27tRNA_FARFAR2_1,PZ27tRNA_FARFAR2_1,0.8118949792306303,19,Das
TFN,3,14.504,1,17.145,1,0.846,4,0.936,10,0.707,21,0.82,4,11.84,35,19.131,11,0.695,7,0.0,1,0.0,0,PZ28,PZ28_TFN_3,PZ28_TFN_3,0.6923559101969923,1,Das
Adamiak,2,18.172,2,23.364,2,0.778,44,0.936,10,0.544,49,0.722,44,11.67,33,24.773,38,0.45,53,0.0,1,0.0,0,PZ28,PZ28_Adamiak_2,PZ28_Adamiak_2,0.5980627520442996,31,Szachniuk
Bujnicki,4,20.05,3,27.568,4,0.727,49,0.839,49,0.68,35,0.684,48,18.56,55,26.2,50,0.658,39,0.0,1,0.0,0,PZ28,PZ28_Bujnicki_4,PZ28_Bujnicki_4,0.5752654794968143,39,Bujnicki
FARFAR2,3,22.173,4,26.843,3,0.826,21,0.927,25,0.707,21,0.793,21,10.78,27,19.261,16,0.678,14,0.0,1,0.0,0,PZ28,PZ28_FARFAR2_3,PZ28_FARFAR2_3,0.6625065563762371,3,Das
TFN,10,23.039,5,27.716,5,0.831,15,0.918,40,0.756,6,0.802,16,10.78,27,19.077,8,0.671,19,0.0,1,0.0,0,PZ28,PZ28_TFN_10,PZ28_TFN_10,0.638455188780643,21,Das
TFN,3,5.026,1,5.897,1,0.852,6,0.933,1,0.289,27,0.847,3,5.04,32,17.592,8,0.26,13,0.0,1,0.0,0,PZ28tBox,PZ28tBox_TFN_3,PZ28tBox_TFN_3,0.6748373651520104,1,Das
FARFAR2,3,5.994,2,7.046,2,0.851,7,0.933,1,0.289,27,0.844,4,4.41,27,17.699,9,0.252,18,0.0,1,0.0,0,PZ28tBox,PZ28tBox_FARFAR2_3,PZ28tBox_FARFAR2_3,0.6560477280156914,2,Das
Adamiak,2,6.824,3,8.423,3,0.81,29,0.932,27,0.5,11,0.778,31,10.39,53,23.705,37,0.264,10,0.0,1,0.0,0,PZ28tBox,PZ28tBox_Adamiak_2,PZ28tBox_Adamiak_2,0.5940519777705132,29,Szachniuk
Das,3,10.49,4,12.463,4,0.842,12,0.933,1,0.289,27,0.831,12,7.24,43,18.153,17,0.26,13,0.0,1,0.0,0,PZ28tBox,PZ28tBox_Das_3,PZ28tBox_Das_3,0.6472311212814645,3,Das
Das,1,10.795,5,12.989,5,0.831,21,0.918,33,0.289,27,0.821,18,4.09,24,17.89,14,0.227,46,0.0,1,0.0,0,PZ28tBox,PZ28tBox_Das_1,PZ28tBox_Das_1,0.6261433474991828,7,Das
Das,7,2.792,2,3.334,2,0.837,17,0.933,22,1.0,1,0.791,18,16.94,30,20.389,4,0.707,1,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_7,PZ28tRNA_Das_7,0.8058145966665082,2,Das
FARFAR2,2,3.084,5,3.671,5,0.84,16,0.933,22,1.0,1,0.794,16,20.16,43,20.049,3,0.702,4,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_FARFAR2_2,PZ28tRNA_FARFAR2_2,0.8015029666089046,5,Das
Das,1,3.022,4,3.638,4,0.831,24,0.933,22,1.0,1,0.781,24,17.34,32,20.539,8,0.685,9,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_1,PZ28tRNA_Das_1,0.7956799433038473,7,Das
Das,5,2.921,3,3.469,3,0.842,13,0.933,22,1.0,1,0.798,12,18.55,36,20.401,5,0.704,2,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_Das_5,PZ28tRNA_Das_5,0.8016239644957629,4,Das
TFN,2,2.73,1,3.26,1,0.837,17,0.933,22,1.0,1,0.791,18,21.77,52,19.808,2,0.702,4,0.0,1,0.0,0,PZ28tRNA,PZ28tRNA_TFN_2,PZ28tRNA_TFN_2,0.8102925988185421,1,Das
Chen,9,4.676,1,5.74,1,0.815,4,0.9,7,-1.0,1,0.775,6,0.6,3,21.826,27,0.339,7,0.0,1,5.551e-17,0,PZ29,PZ29_Chen_9,PZ29_Chen_9,0.6307433421129646,13,Chen
Szachniuk,3,4.793,2,6.48,4,0.74,24,0.874,17,-1.0,1,0.69,23,11.91,26,19.968,19,0.34,6,0.0,1,5.551e-17,0,PZ29,PZ29_Szachniuk_3,PZ29_Szachniuk_3,0.6161275072600797,17,Szachniuk
Szachniuk,5,4.987,3,6.082,2,0.82,2,0.926,3,-1.0,1,0.777,3,5.36,22,18.123,5,0.309,14,0.0,1,2.22e-16,0,PZ29,PZ29_Szachniuk_5,PZ29_Szachniuk_5,0.6600725632771287,5,Szachniuk
Szachniuk,1,4.987,3,6.082,2,0.82,2,0.926,3,-1.0,1,0.777,3,5.36,22,18.123,5,0.309,14,0.0,1,2.22e-16,0,PZ29,PZ29_Szachniuk_1,PZ29_Szachniuk_1,0.6600725632771287,5,Szachniuk
Chen,10,5.241,5,6.613,5,0.793,10,0.9,7,-1.0,1,0.739,14,0.6,3,27.547,36,0.324,9,0.0,1,6.106e-16,0,PZ29,PZ29_Chen_10,PZ29_Chen_10,0.5831326024477912,22,Chen
Bujnicki,2,3.41,1,4.472,1,0.763,31,0.601,82,-1.0,50,0.831,5,14.41,77,16.078,9,0.375,2,0.0,1,7.216e-16,1,PZ33,PZ33_Bujnicki_2,PZ33_Bujnicki_2,0.6255338632998207,12,Bujnicki
Dfold2,6,3.916,2,5.926,8,0.661,71,0.601,82,0.0,1,0.711,51,103.64,82,16.661,14,0.35,10,0.0,1,6.717e-15,1,PZ33,PZ33_Dfold2_6,PZ33_Dfold2_6,0.6218981373236693,14,Kollmann
FARFAR2,9,3.935,3,4.872,4,0.808,5,0.897,11,-1.0,50,0.785,25,2.75,41,15.561,3,0.343,14,0.0,1,7.272e-15,1,PZ33,PZ33_FARFAR2_9,PZ33_FARFAR2_9,0.7036259839451329,3,Das
Das,9,3.969,4,4.805,2,0.826,3,0.929,4,0.0,1,0.821,9,3.43,47,15.901,5,0.322,23,0.0,1,8.438e-15,1,PZ33,PZ33_Das_9,PZ33_Das_9,0.7176876315174188,1,Das
FARFAR2,3,3.969,4,4.805,2,0.826,3,0.929,4,0.0,1,0.821,9,3.43,47,15.901,5,0.322,23,0.0,1,8.438e-15,1,PZ33,PZ33_FARFAR2_3,PZ33_FARFAR2_3,0.7176876315174188,1,Das
Chen,2,6.966,4,9.671,3,0.72,16,0.926,26,-1.0,39,0.682,16,0.51,6,31.5,50,0.375,4,0.0,1,5.551e-17,0,PZ37,PZ37_Chen_2,PZ37_Chen_2,0.4774036085365379,18,Chen
Chen,3,6.593,3,9.967,5,0.661,35,0.889,35,-1.0,39,0.612,42,0.0,1,32.957,61,0.404,1,0.0,1,0.0,0,PZ37,PZ37_Chen_3,PZ37_Chen_3,0.5475640434712589,3,Chen
Chen,6,5.42,1,7.871,1,0.689,27,0.964,2,0.0,1,0.645,33,1.02,15,29.585,31,0.387,2,0.0,1,0.0,0,PZ37,PZ37_Chen_6,PZ37_Chen_6,0.5862802863283224,1,Chen
Chen,7,7.107,5,9.895,4,0.718,19,0.964,2,0.0,1,0.674,22,0.51,6,30.08,36,0.353,10,0.0,1,1.665e-16,0,PZ37,PZ37_Chen_7,PZ37_Chen_7,0.5430367128886618,4,Chen
Szachniuk,4,6.222,2,9.043,2,0.688,30,0.929,20,0.0,1,0.646,32,12.22,25,30.546,38,0.303,40,0.0,1,0.0,1,PZ37,PZ37_Szachniuk_4,PZ37_Szachniuk_4,0.5268056386307168,7,Szachniuk
Chen,3,7.978,1,12.777,1,0.624,18,0.881,14,0.0,1,0.593,14,0.0,1,30.61,48,0.283,5,0.0,1,2.66e-12,0,PZ38,PZ38_Chen_3,PZ38_Chen_3,0.4461502834272265,8,Chen
Szachniuk,1,8.394,5,14.387,6,0.583,36,0.846,35,0.0,1,0.531,38,13.45,42,31.242,55,0.202,32,0.0,1,1.32e-11,0,PZ38,PZ38_Szachniuk_1,PZ38_Szachniuk_1,0.4250898636170324,11,Szachniuk
Chen,6,8.371,4,13.761,4,0.608,28,0.881,14,0.0,1,0.559,29,0.56,5,30.833,52,0.273,7,0.0,1,1.21e-11,0,PZ38,PZ38_Chen_6,PZ38_Chen_6,0.4817738524547186,3,Chen
Chen,9,8.239,3,13.729,3,0.6,31,0.881,14,0.0,1,0.568,23,0.56,5,29.967,40,0.315,3,0.0,1,7.3e-12,0,PZ38,PZ38_Chen_9,PZ38_Chen_9,0.4307904502793491,10,Chen
Chen,4,8.196,2,12.85,2,0.638,13,0.881,14,0.0,1,0.613,6,0.0,1,30.241,42,0.253,9,0.0,1,6.18e-12,0,PZ38,PZ38_Chen_4,PZ38_Chen_4,0.5041669336844374,1,Chen
